mean_x,mean_y,mean_z,std_x,std_y,std_z,mean_enmo,std_enmo,max_enmo,min_enmo,mean_magnitude,std_magnitude,inactivity_percentage,non_wear_percentage,participant_id
0.021842448,0.022246094,-1.0199219,0.0003377893299330026,0.00023997521202545613,0.0017645565094426274,0.020410825,0.001761202234774828,0.022852687165141106,0.018666667863726616,1.0203983,0.0017593615921214223,0.0,0.0,00115b9f
0.017523916,0.012113376,-0.43369117,0.44634756445884705,0.33891627192497253,0.7009117007255554,0.013445381,0.03101644478738308,2.952888011932373,0.0,0.99600035,0.04950674995779991,3.7631063773309443,48.39944588227487,001f3379
0.2175486,0.06416413,0.15988925,0.5079569220542908,0.4646494686603546,0.6448075771331787,0.029802028,0.10421644896268845,3.681586265563965,0.0,0.98075086,0.07081110030412674,15.596860119749186,11.175805006836075,00f332d1
-0.37135342,-0.045924798,-0.3171175,0.5042188167572021,0.433393269777298,0.5129647850990295,0.03546478,0.08557340502738953,2.5068488121032715,0.0,0.9690441,0.08212699741125107,4.349318551668023,0.0,01085eb3
0.023208087,0.0688224,-0.051803615,0.5993296504020691,0.5134893655776978,0.5679895281791687,0.06162087,0.20244114100933075,6.3072943687438965,0.0,0.9669415,0.13590319454669952,8.530411954318376,0.0,012cadd8
-0.22637999,0.33617046,0.27024943,0.5112305283546448,0.43784159421920776,0.5487582683563232,0.012589816,0.06061163917183876,3.506497859954834,0.0,0.9947936,0.04322313517332077,4.3632391434283475,64.43145984047487,012e3869
0.15109265,-0.054763492,-0.1755694,0.6733264327049255,0.4466194808483124,0.5258904695510864,0.02498683,0.042515113949775696,1.380726933479309,0.0,0.9910301,0.06277874112129211,7.296937139525683,0.2816124263435151,029a19c9
0.007962754,0.042454243,-0.11652975,0.41415879130363464,0.412200391292572,0.7917328476905823,0.019189164,0.049922216683626175,2.23679780960083,0.0,0.9898452,0.06167135760188103,1.6836803449902298,52.6762852907486,02cebf33
0.029164352,0.040260773,-0.048775796,0.5320919156074524,0.4282538592815399,0.6904163360595703,0.024103317,0.05987858399748802,2.434495449066162,0.0,0.96944547,0.09096598625183105,9.400991485086548,20.75818963387519,02cf7384
-0.013785261,0.72338086,-0.09481307,0.24901975691318512,0.494782954454422,0.37947186827659607,0.006841239,0.045045070350170135,2.0638058185577393,0.0,0.9901253,0.04497280716896057,3.7026002615157982,76.13957991955907,035c96dd
-0.026856806,-0.020976704,-0.1524464,0.6235869526863098,0.5205627083778381,0.5330520272254944,0.04469646,0.12181077897548676,4.409584999084473,0.0,0.9804027,0.08509568125009537,4.172581306583389,0.0,03a9019b
0.014042646,-0.02210062,-0.99615115,0.0003308042942080647,0.0014249681262299418,0.0005860931123606861,0.000982251,0.0009361641714349389,0.0022781172301620245,0.0002893861092161387,0.9964961,0.0006027958006598055,0.0,0.0,0417c91e
-0.05634952,-0.2276117,-0.35698476,0.3307349979877472,0.6221379637718201,0.5578234195709229,0.008932602,0.029257791116833687,2.05128812789917,0.0,0.99412364,0.04080064222216606,1.3925925925925926,66.25575048732944,045a0a94
-0.44209662,0.07485734,-0.122523196,0.46821847558021545,0.4701480567455292,0.520602285861969,0.031179402,0.06259740889072418,2.5923097133636475,0.0,0.95866364,0.0914246216416359,12.349974559276884,3.3679027865074374,04afb6f9
-0.066262454,-0.32770002,-0.53308177,0.24159613251686096,0.35894325375556946,0.6384252905845642,0.0070724213,0.011394847184419632,0.5522365570068359,0.0,0.99504364,0.02393854595720768,22.98563950198076,62.95186049801924,04bb1a76
